case_id;base_id;title;block1_domain;block1_met Zusatztyp;block1_subdomain;block1_case_type;block1_length_final;block1_estimated_min;block1_estimated_max;block1_difficulty_final;block1_status_final;block1_review_flag;block1_review_priority;block1_decision;block2_gate_required;block2_gate_position;block2_gate_count;block2_question_types;block2_gate_1;block2_gate_2;block2_gate_3;block2_gate_4;block2_decision;block3_error_class;block3_critical_error_count;block3_strictest_score_cap;block3_cap_combination_rule;block3_pass_fail_flag_logic;block3_decision;block4_recommended_methods_or_actions;block4_reflex_conditional;block4_low_value_examples;block4_misleading_examples;block4_method_review_flag;block4_decision;core_decision;learning_objectives;tags
RES_OMICS_001_v1_0;RES_OMICS_001;RNA-Seq findet 200 DEGs → vom Genlisten-Friedhof zur validierbaren Signatur;RES;no;Omics / Analyse / Reproduzierbarkeit;research_design_decision;Standard;12;18;Intermediate;curated-core;Core/MVP prüfen;high;"RES; Länge=Standard; Schwierigkeit=Intermediate; Status=curated-core";yes;Nach Projektidee/Kontext/Materiallage, vor Hypothese/Design/Analyseplan;2;"Single Choice; Multi Select";Was ist die zentrale Forschungsfrage bzw. was fehlt der vorliegenden Projektidee primär?;Wie wird die Projektidee in Hypothese/PICO, Endpunkt und Analyseplan übersetzt?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;3;60;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 60%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";pico_definition | analysis_plan | ethics_governance_check | validation_strategy;;measure_everything_without_question | posthoc_marker_cherry_pick;harking_as_confirmatory | p_hacking;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";;Vage Projektidee in eine prüfbare, klinisch relevante Forschungsfrage übersetzen | Explorative Omics-Ergebnisse von validierbaren Hypothesen und Signaturen trennen | Explorativ vs. konfirmatorisch transparent trennen und Data-Fishing vermeiden;RNA-Seq | DEG | Pathway | TGFβ | CAF | Immuntherapie | ICI-Resistenz | Validierung
RES_ETH_001_v1_0;RES_ETH_001;Restmaterialprojekt ohne klare Einwilligung → Ethik, Datenschutz und Nebenbefunde;RES;no;Ethik / Governance / Materialschutz;research_design_decision;Standard;10;14;Advanced;curated-core;Core/MVP prüfen;high;"RES; Länge=Standard; Schwierigkeit=Advanced; Status=curated-core";yes;Nach Projektidee/Kontext/Materiallage, vor Hypothese/Design/Analyseplan;2;"Single Choice; Multi Select";Was ist die zentrale Forschungsfrage bzw. was fehlt der vorliegenden Projektidee primär?;Welche Ethik-, Einwilligungs-, Datenschutz- oder Rückmeldepflicht muss vor Projektstart geklärt sein?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";critical;4;60;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 60%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";pico_definition | analysis_plan | ethics_governance_check | validation_strategy;;measure_everything_without_question | posthoc_marker_cherry_pick;harking_as_confirmatory | p_hacking;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";"Die Einwilligungslage ist uneinheitlich; Material stammt aus verschiedenen Jahren.";Vage Projektidee in eine prüfbare, klinisch relevante Forschungsfrage übersetzen | Ethik, Einwilligung, Datenschutz und Materialschutz vor Projektstart klären | Explorativ vs. konfirmatorisch transparent trennen und Data-Fishing vermeiden;Ethik | Restmaterial | FFPE | Broad Consent | Datenschutz | Keimbahn | Nebenbefund
MTB_NSCLC_002_v1_3;MTB_NSCLC_002;NSCLC mit EGFR-Mutation und Progress unter TKI → Liquid Biopsy negativ: reicht das oder Rebiopsie?;MTB;no;Onkogene Treiber / NSCLC / Resistenz;clinical_decision;Complex;20;30;Advanced;beta-standardized;MVP prüfen;high;"MTB; Länge=Complex; Schwierigkeit=Advanced; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;4;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Material- und Methodenlimitation ist relevant: Gewebe, Liquid Biopsy, DNA/RNA oder Fusionserfassung?;Welche Methodengruppe oder Entscheidung ist primär sinnvoll und was wäre zu eng, niedrigwertig oder irreführend?;Wo liegt der Twist/Nachforderungs-/Kommunikationspunkt, der den Fall komplex macht?;"4 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;65;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 65%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";resistance_panel | egfr_t790m_c797s | rebiopsy_tissue | liquid_biopsy | dna_lung_panel | rna_fusion_panel | dna_rna_lung_combo | pdl1 | ihc_lung_lineage;;mmr_ihc | msi_pcr_ngs | mlh1_methylation | methylation_mlh1 | hrd_score | brca_germline_only;mlh1_methylation | hrd_score;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Liquid Biopsy negativ: reicht das oder Rebiopsie?;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Negative Liquid Biopsy als methodisch limitierten Befund einordnen und Gewebe-Rebiopsie begründen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;NSCLC | Liquid | Biopsy | KI | MTB | MVP | Standard, complex_case, AP1b_length_reclass
MTB_NSCLC_003_v1_3;MTB_NSCLC_003;ALK/ROS1/RET/NTRK-Fusionsverdacht bei jungem Nie-Raucher → FISH, RNA-NGS oder DNA-NGS?;MTB;no;Onkogene Treiber / NSCLC / Resistenz;clinical_decision;Standard;8;15;Intermediate;beta-standardized;MVP prüfen;high;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Material- und Methodenlimitation ist relevant: Gewebe, Liquid Biopsy, DNA/RNA oder Fusionserfassung?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;70;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 70%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";fusion_rna_ngs | rna_fusion_panel | fusion_fish | dna_lung_panel | dna_rna_lung_combo | pdl1 | ihc_lung_lineage;;mmr_ihc | msi_pcr_ngs | mlh1_methylation | methylation_mlh1 | hrd_score | brca_germline_only;mlh1_methylation | hrd_score;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";FISH, RNA-NGS oder DNA-NGS?;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | RNA-basierte Fusionsdiagnostik gegenüber DNA-only- oder Einzeltests korrekt priorisieren | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;NSCLC | NGS | RNA | FISH | MTB | MVP | Standard
MTB_NSCLC_004_v1_3;MTB_NSCLC_004;KRAS-mutiertes NSCLC mit STK11/KEAP1-Kontext → Target, Prognose, Immuntherapie-Kontext korrekt gewichten;MTB;no;Onkogene Treiber / NSCLC / Resistenz;clinical_decision;Standard;8;15;Intermediate;beta-standardized;ok;low;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Material- und Methodenlimitation ist relevant: Gewebe, Liquid Biopsy, DNA/RNA oder Fusionserfassung?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";kras_stk11_keap1 | dna_lung_panel | broad_pan_panel | tmb_ngs | pdl1 | immune_context_ihc | rna_fusion_panel | dna_rna_lung_combo | ihc_lung_lineage;;mmr_ihc | msi_pcr_ngs | mlh1_methylation | methylation_mlh1 | hrd_score | brca_germline_only;mlh1_methylation | hrd_score;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Target, Prognose, Immuntherapie-Kontext korrekt gewichten;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Immunbiologische Marker nicht isoliert, sondern im Kontext von MSI/TMB/TILs/TME bewerten | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;NSCLC | Immunescape | MTB | Phase | Standard
MTB_MEL_001_v1_3;MTB_MEL_001;Melanom: BRAF V600 und Immuntherapie-Sequenz → Schnelle TKI-Therapie vs. Immuncheckpoint-Strategie;MTB;no;Immunescape / IO / MSI-TMB-PD-L1;clinical_decision;Standard;8;15;Intermediate;beta-standardized;ok;low;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welcher RAS/BRAF/MMR/MSI- oder MLH1-Reflexpfad ist für die Therapie-/Lynch-Frage relevant?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";braf_melanoma | braf_pcr | broad_pan_panel | tmb_ngs | pdl1 | immune_context_ihc;;;;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Schnelle TKI-Therapie vs. Immuncheckpoint-Strategie;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Immunbiologische Marker nicht isoliert, sondern im Kontext von MSI/TMB/TILs/TME bewerten | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;BRAF | KI | Melanom | MTB | Phase | Standard
MTB_GIST_001_v1_3;MTB_GIST_001;GIST mit KIT/PDGFRA-Fragestellung → Welcher Marker entscheidet über TKI-Auswahl?;MTB;no;Sonstige klinische Molekularpathologie;clinical_mini_decision;Mini;3;5;Beginner;beta-review;method rules prüfen;medium;"MTB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";kit_pdgfra;;;;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";Welcher Marker entscheidet über TKI-Auswahl?;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;KI | KIT | PDGFRA | GIST | MTB | Phase | Mini
MTB_CHOL_001_v1_3;MTB_CHOL_001;Cholangiozelluläres Karzinom mit FGFR2/IDH-Frage → Paneldiagnostik und Studienoptionen;MTB;no;Sonstige klinische Molekularpathologie;clinical_decision;Standard;8;15;Intermediate;beta-review;method rules prüfen;medium;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Rolle spielt Methylierung/IDH/MGMT als diagnostische, prädiktive oder Klassifikations-Ebene?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";chol_panel | fgfr2_fusion | idh1_chol | idh1_ihc_seq | cns_methylation_classifier | mgmt_methylation | glioma_ngs_panel;;ras_panel_crc | dna_lung_panel | hrd_score;tmb_msi_neuro;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";Paneldiagnostik und Studienoptionen;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Epigenetische Marker/Methylierungsprofile als diagnostische oder prädiktive Ebene einordnen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;IDH | FGFR | MTB | Phase | Standard
MTB_CRC_002_v1_3;MTB_CRC_002;MMR-Verlust MLH1/PMS2: sporadisch oder Lynch? → MLH1-Methylierung/BRAF? Humangenetik?;MTB;no;CRC / RAS-BRAF / MSI-Lynch;clinical_decision;Standard;8;15;Intermediate;beta-standardized;MVP prüfen;high;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welcher RAS/BRAF/MMR/MSI- oder MLH1-Reflexpfad ist für die Therapie-/Lynch-Frage relevant?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;70;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 70%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";mmr_ihc | msi_pcr_ngs | colon_ngs_panel | mlh1_methylation | methylation_mlh1 | braf_v600e_crc | ras_panel_crc;mlh1_methylation | methylation_mlh1 | her2_crc_ihc_ish;dna_lung_panel | rna_fusion_panel | pdl1 | hrd_score;rna_fusion_panel | hrd_score;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";MLH1-Methylierung/BRAF? Humangenetik?;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | MMR/MSI-Befunde therapeutisch und hereditär korrekt einordnen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;CRC | MMR | MSI | BRAF | Methylierung | Lynch | MTB | MVP | Standard
MTB_CRC_003_v1_3;MTB_CRC_003;Rechte Kolonkarzinom-Metastase mit BRAF V600E → Prognose, MSI-Kontext, Therapieoption;MTB;no;CRC / RAS-BRAF / MSI-Lynch;clinical_mini_decision;Mini;3;5;Beginner;beta-review;method rules prüfen;medium;"MTB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;70;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 70%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";braf_melanoma | braf_pcr | broad_pan_panel | mmr_ihc | msi_pcr_ngs | colon_ngs_panel | ras_panel_crc | braf_v600e_crc;mlh1_methylation | methylation_mlh1 | her2_crc_ihc_ish;dna_lung_panel | rna_fusion_panel | pdl1 | hrd_score;rna_fusion_panel | hrd_score;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";Prognose, MSI-Kontext, Therapieoption;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | MMR/MSI-Befunde therapeutisch und hereditär korrekt einordnen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;CRC | MSI | BRAF | MTB | Phase | Mini
MTB_CRC_004_v1_3;MTB_CRC_004;Polypenrest statt invasivem Tumor eingeschickt → Befundbar oder neues Material anfordern?;MTB;no;CRC / RAS-BRAF / MSI-Lynch;clinical_mini_decision;Mini;3;5;Beginner;beta-standardized;MVP prüfen;high;"MTB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;65;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 65%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";mmr_ihc | msi_pcr_ngs | colon_ngs_panel | ras_panel_crc | braf_v600e_crc;mlh1_methylation | methylation_mlh1 | her2_crc_ihc_ish;dna_lung_panel | rna_fusion_panel | pdl1 | hrd_score;rna_fusion_panel | hrd_score;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Befundbar oder neues Material anfordern?;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;CRC | MTB-LAB | MVP | Mini
MTB_CRC_005_v1_3;MTB_CRC_005;HER2-amplifiziertes RAS-WT-CRC → HER2 als Resistenz-/Target-Kontext;MTB;no;CRC / RAS-BRAF / MSI-Lynch;clinical_decision;Standard;8;15;Intermediate;beta-standardized;ok;low;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welcher RAS/BRAF/MMR/MSI- oder MLH1-Reflexpfad ist für die Therapie-/Lynch-Frage relevant?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";mmr_ihc | msi_pcr_ngs | colon_ngs_panel | her2_crc_ihc_ish | her2_ihc | her2_fish | ras_panel_crc | braf_v600e_crc;mlh1_methylation | methylation_mlh1 | her2_crc_ihc_ish;dna_lung_panel | rna_fusion_panel | pdl1 | hrd_score;rna_fusion_panel | hrd_score;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";HER2 als Resistenz-/Target-Kontext;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;CRC | NGS | HER2 | MTB | Phase | Standard
MTB_OVAR_002_v1_3;MTB_OVAR_002;BRCA2-Variante unklarer Signifikanz im Ovarialkarzinom → VUS nicht als therapeutisch gesichert verkaufen;MTB;no;HRD / BRCA / PARP / Keimbahn;clinical_decision;Complex;20;30;Advanced;beta-standardized;MVP prüfen;high;"MTB; Länge=Complex; Schwierigkeit=Advanced; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;4;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Material- und Methodenlimitation ist relevant: Gewebe, Liquid Biopsy, DNA/RNA oder Fusionserfassung?;Welche Methodengruppe oder Entscheidung ist primär sinnvoll und was wäre zu eng, niedrigwertig oder irreführend?;Wo liegt der Twist/Nachforderungs-/Kommunikationspunkt, der den Fall komplex macht?;"4 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;4;65;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 65%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";fusion_rna_ngs | rna_fusion_panel | fusion_fish | tumor_brca_hrr | broad_pan_panel | hrd_score | germline_referral | vusic | vus_literature_review | orthogonal_confirmation;;dna_lung_panel | mlh1_methylation | kras_exon2_only;tp53_single | direct_her2_therapy;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";VUS nicht als therapeutisch gesichert verkaufen;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | VUS evidenzbasiert kommunizieren und therapeutisches Overcalling vermeiden | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;BRCA | HRD | VUS | MTB | MVP | Standard, complex_case, AP1b_length_reclass
MTB_MAMMA_001_v1_3;MTB_MAMMA_001;Mammakarzinom: BRCA/PIK3CA/ERBB2-Kontext → Klassische Marker vs. Panel-Zusatznutzen;MTB;no;HRD / BRCA / PARP / Keimbahn;clinical_decision;Standard;8;15;Intermediate;beta-standardized;ok;low;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Warum müssen somatische Tumordiagnostik, Keimbahnrelevanz und HRD/HRR-Ebene getrennt bewertet werden?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;70;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 70%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";tumor_brca_hrr | her2_ihc | her2_fish | pik3ca | hrd_score | germline_referral;;dna_lung_panel | mlh1_methylation | kras_exon2_only;;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Klassische Marker vs. Panel-Zusatznutzen;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Tumor-BRCA/HRD und Keimbahnkontext für PARP-Entscheidungen trennen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;BRCA | MTB | Phase | Standard
MTB_PROST_001_v1_3;MTB_PROST_001;Metastasiertes Prostatakarzinom: HRR-Gene/MMR → PARP/IO/Studie und Keimbahnfrage;MTB;no;Sonstige klinische Molekularpathologie;clinical_decision;Standard;8;15;Advanced;beta-review;prüfen;high;"MTB; Länge=Standard; Schwierigkeit=Advanced; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Warum müssen somatische Tumordiagnostik, Keimbahnrelevanz und HRD/HRR-Ebene getrennt bewertet werden?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;4;70;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 70%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";prostate_hrr | tumor_brca_hrr | broad_pan_panel | hrd_score | germline_referral;;;;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";PARP/IO/Studie und Keimbahnfrage;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | MMR/MSI-Befunde therapeutisch und hereditär korrekt einordnen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;MMR | PARP | MTB | Phase | Standard
MTB_TAML_001_v1_3;MTB_TAML_001;Therapieassoziierte MDS/AML nach DNA-schädigender Therapie → Instabilität als Chance und Risiko einordnen;MTB;no;Sonstige klinische Molekularpathologie;clinical_mini_decision;Mini;3;5;Beginner;beta-review;method rules prüfen;medium;"MTB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";epigenetic_heme_panel;;;;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";Instabilität als Chance und Risiko einordnen;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;MTB-RES | Phase | Mini
